id	logFC	adj.P.Val	P.Value	t	AveExpr	-log10(padj)	-log10(pvalue)
PCBD1	-0.175181334	0.401547966	0.342009639	-0.989096021	22.44413805	0.396262569625929	0.465961653869244
STC2	-1.064779841	0.402084826	0.342691025	-0.992516721	20.81329196	0.395682316125674	0.465097269494895
CXADR	-0.377147374	0.402084826	0.342672712	-0.987685192	20.55141444	0.395682316125674	0.465120478294601
CASP14	-0.527588694	0.402171692	0.342877147	-0.988006071	18.66736174	0.395588501717541	0.464861459949329
PXN	-1.115956806	0.403708849	0.344300189	-0.989068097	18.35156581	0.393931731070856	0.463062738893832
FBLN2	-0.127879518	0.404343772	0.344954372	-0.982845456	22.60610662	0.393249241824699	0.462238346373446
C6orf47	-0.21631633	0.408185343	0.348413193	-0.975552493	17.551644	0.389142593859302	0.457905408375571
MAN2B2	-0.145297297	0.408185343	0.34846318	-0.975447477	23.08592792	0.389142593859302	0.457843104417092
PNP	-0.112102952	0.408185343	0.34857299	-0.975216817	27.67692213	0.389142593859302	0.457706268254193
CARM1	-0.449448495	0.408719072	0.349252238	-0.973917731	17.34962654	0.388575096393851	0.456860802256196
PRPF38A	0.428277689	0.408719072	0.349256598	0.973790263	17.5378275	0.388575096393851	0.456855380638477
WDR89	-0.272682466	0.409574627	0.350172957	-0.971861926	20.53727629	0.387666955584972	0.455717396456932
DNAI7	-0.229508939	0.409574627	0.350215986	-0.971771853	20.95343713	0.387666955584972	0.455664033943226
MANSC1	0.116562131	0.412264043	0.352630532	0.966730048	23.51877756	0.384824542005976	0.452680087654787
CTSD	0.104892761	0.412940183	0.353323958	0.965286665	29.49329152	0.38411285409296	0.451826913161172
CAPNS1	-0.194429842	0.41560719	0.355721761	-0.960311089	21.09909603	0.381316947759917	0.448889566376925
MECP2	-0.751315081	0.416094861	0.356255132	-0.963274482	18.10762596	0.380807647949241	0.448238870749812
GAPDH	0.112939735	0.416371892	0.356608368	0.958477377	32.49184615	0.380518596071496	0.447808470096207
SEMA3C	0.124533784	0.416860102	0.357142685	0.957373847	24.45679986	0.38000966954251	0.44715824067221
CD58	0.202634617	0.419487892	0.359510944	0.95249672	23.66918513	0.377280570028309	0.444287884567701
CAB39	0.220960524	0.420770911	0.360727793	0.949999627	19.45246754	0.375954291736582	0.442820395298683
BCL2L13	-0.526039687	0.422266177	0.362127377	-0.948326597	18.43752698	0.374413703634379	0.441138641074767
TATDN1	-0.168922817	0.42239262	0.362353535	-0.94667273	22.0007094	0.374283678356052	0.440867497493199
NAB2	0.385038454	0.423635891	0.363538158	0.944255171	18.6659741	0.373007252995751	0.439449997627232
SF1	-0.327762178	0.424427024	0.364335349	-0.942631402	19.47535166	0.372196971612277	0.438498690051325
NHLRC2	-0.558407302	0.42455796	0.364566075	-0.946090254	21.89945845	0.372063012157622	0.438223747435825
STXBP2	0.459553182	0.42523424	0.365265309	0.940748052	19.23179914	0.371371773207147	0.437391572861446
CYRIB	-0.178196083	0.426636842	0.366589015	-0.938054501	24.04399586	0.369941643995745	0.43582055300272
LRPAP1	-0.290343735	0.430115876	0.369698262	-0.932447756	23.26046535	0.366414526913601	0.432152591097393
ALDOC	-0.10989772	0.432183036	0.371595503	-0.927957266	23.33699734	0.364332283996463	0.429929550421406
EXTL3	0.198590999	0.435943878	0.374950615	0.921243753	18.28256328	0.360569416795008	0.426025929726596
ADGRL1	0.132695047	0.436738847	0.375756082	0.919638274	23.6268867	0.359778176781672	0.425093981179745
HSPA5	-0.100762804	0.438339802	0.37725566	-0.916655644	29.63109891	0.358189092877514	0.423364235745009
ATRNL1	-0.198398386	0.43889137	0.377917797	-0.915341292	17.97287108	0.357642958681632	0.422602655696375
CGREF1	-0.280667247	0.43889137	0.378133515	-0.914913433	19.06981593	0.357642958681632	0.422354828232544
BMPER	-0.220035839	0.43889137	0.378182836	-0.914815633	16.56953341	0.357642958681632	0.422298185696272
TPK1	-0.22213844	0.43889137	0.378219653	-0.914742633	16.91817928	0.357642958681632	0.422255908151749
FNDC10	-0.19895109	0.442397668	0.381364545	-0.908525138	18.08255856	0.354187170983198	0.418659685245431
CCT6B	-0.180022486	0.44316449	0.382149089	-0.906979623	18.33056874	0.353435046147174	0.417767171386464
OBSL1	-0.439870627	0.444896394	0.383836477	-0.903671732	18.7247006	0.351741114306459	0.415853755481083
GPATCH1	-0.288034262	0.444896394	0.383890534	-0.903556881	18.07377154	0.351741114306459	0.415792596614688
B3GNT2	-0.121742726	0.445993256	0.384961292	-0.90145767	22.91824057	0.350671708337477	0.41458293676666
CARMIL1	-0.421600721	0.446047048	0.385132039	-0.901130376	18.52224998	0.350619330505009	0.414390351067936
PLPBP	0.157351192	0.446274734	0.38545301	0.900495008	21.0215489	0.350397700197317	0.41402855857691
SHPK	-0.196066329	0.447366975	0.386521076	-0.898406915	20.00182348	0.349336079033851	0.412826820139069
HSPA8	0.101859385	0.4485717	0.387686969	0.896132099	32.03226029	0.348168129151467	0.411518796327077
GNPNAT1	-0.182759078	0.450194575	0.389272496	-0.893046051	18.37258528	0.346599742702358	0.409746280220705
RAB10	0.298997927	0.450194575	0.389340515	0.892913853	21.28073416	0.346599742702358	0.409670400994382
BASP1	-0.42873983	0.450724061	0.390049668	-0.895536927	24.53623667	0.346089257370314	0.40888008742248
CSTF3	-0.298429307	0.450724061	0.390025585	-0.891583271	19.488817	0.346089257370314	0.408906903076407
YWHAH	-0.144997557	0.45474503	0.393656094	-0.884558485	24.72697019	0.342232038730383	0.404883021066653
PIK3R4	-0.527923032	0.45511679	0.394433471	-0.885563758	16.86122778	0.34187714236694	0.404026238624782
PDCD6IP	-0.099541909	0.45511679	0.394119127	-0.883665738	24.70698765	0.34187714236694	0.40437248787232
UBE2E2	0.250118667	0.45511679	0.394404277	0.883116311	20.85276076	0.34187714236694	0.404058384127815
EPN3	-0.150739439	0.45511679	0.394485289	-0.882960268	18.85710086	0.34187714236694	0.403969187702338
EWSR1	0.136656257	0.455213816	0.39469626	0.882554002	21.87673737	0.341784565326724	0.403736988803516
SPARC	-0.283398016	0.456142459	0.39575988	-0.880508045	20.98367609	0.340899500547549	0.402568234328092
CRTAP	-0.16969687	0.456142459	0.395819896	-0.880392711	18.70267589	0.340899500547549	0.402502379644923
MDH2	-0.085390381	0.456142459	0.395882837	-0.880271769	27.56081247	0.340899500547549	0.402433326127981
SRC	-0.384961861	0.45882091	0.398335322	-0.876104678	20.93382973	0.338356798070932	0.399751181239346
TARS1	-0.098478528	0.459580136	0.399122549	-0.874064209	26.24225867	0.337638750680055	0.39889373543413
PIGR	-1.625914242	0.460567652	0.40010852	-0.87602173	19.92040868	0.33670656800279	0.397822200559045
SDCBP	0.11798456	0.460640229	0.400316983	0.87178421	26.41661096	0.336638136563311	0.397595985046699
PRRC2A	-0.184933056	0.460640229	0.400428337	-0.871571888	21.07392235	0.336638136563311	0.397475196509216
HSPA4	-0.092630706	0.460962737	0.400837163	-0.870792706	29.64888007	0.336334180400724	0.39703202033037
DSG1	-0.3310556	0.461369502	0.401319459	-0.86987419	20.20454632	0.335951117120672	0.396509781877331
SH3KBP1	-0.223757147	0.463855058	0.403610784	-0.865520614	17.43875876	0.333617703377141	0.394037238448198
VAPA	0.331112568	0.467962156	0.407314887	0.860894214	23.39728752	0.329789266808185	0.390069716543515
WBP2	-0.181698424	0.473198761	0.412004718	-0.849712736	17.8794875	0.324956401177597	0.385097810691055
CARMIL2	-0.402641785	0.473842399	0.412697184	-0.848424667	18.54241655	0.324366081587304	0.384368494479583
RAPGEF3	-0.26247778	0.47534593	0.41413918	-0.845727511	19.85316221	0.322990220247988	0.382853680743976
ETNK1	0.229131905	0.475599688	0.414492816	0.845068567	18.75916704	0.322758438956464	0.382482992251453
MOB1B	-0.187041863	0.476716763	0.415599229	-0.843009362	20.13463766	0.321739576517677	0.38132526679666
ULBP2	0.208409862	0.476989702	0.415970116	0.842319902	20.24008331	0.321490997087459	0.38093786870615
MENT	-0.126713051	0.479714278	0.418479846	-0.837665157	22.14617921	0.319017355196117	0.378325452800355
SERPINB7	-0.101364936	0.479998733	0.418861771	-0.836958438	26.07557139	0.318759908982402	0.377929275354648
FRMPD1	0.081669459	0.481738091	0.420513852	0.833906311	24.08197255	0.31718901269101	0.376219693687521
SEC23IP	0.126900168	0.481974017	0.420855672	0.833275811	24.42217014	0.316976373748044	0.375866815329708
KHSRP	-0.268919656	0.481974017	0.420988453	-0.833030984	17.22553504	0.316976373748044	0.375729815962801
MYL12B	0.168772526	0.483773461	0.422695039	0.829888833	23.5424566	0.315357959986935	0.37397284927902
NT5DC1	-0.153287688	0.483935178	0.422971214	-0.82938113	21.53219562	0.315212807203229	0.373689188242818
CCDC124	-0.376469006	0.484191696	0.423330365	-0.828727288	17.71790537	0.314982663081611	0.373320578965217
NAGPA	0.132437694	0.485130153	0.42428607	0.826966983	20.67498773	0.314141731198428	0.372341226591722
XPO7	-0.103713583	0.488781356	0.427615573	-0.820875798	26.99060787	0.310885368110723	0.368946486941248
SMARCC1	0.487926191	0.490051456	0.428863315	0.820367159	18.19932267	0.309758316127434	0.367681101754551
APOE	-0.551674153	0.490502903	0.429395099	-0.819807734	19.41852245	0.309358417941219	0.367142916791719
HAT1	-0.246132008	0.491202543	0.430144479	-0.816270068	18.67491694	0.308739393479249	0.366385646993707
LY75	-0.158784317	0.491296423	0.430434831	-0.815742405	21.23706324	0.308656397837531	0.366092592594818
TSPAN9	-0.106538527	0.491296423	0.430500544	-0.815623016	23.13832466	0.308656397837531	0.366026295415788
CLTA	-0.122904256	0.491761778	0.431045371	-0.81463362	22.71114889	0.308245229661494	0.365477014438155
COPE	-0.273304421	0.492769457	0.432065973	-0.812782421	21.04227815	0.307356218594117	0.36444993484643
TBC1D22A	0.405489818	0.498180244	0.436964275	0.804147802	19.31377018	0.302613498983186	0.359554068303234
RPN1	0.147446374	0.498180244	0.437087906	0.803714805	21.19473027	0.302613498983186	0.359431210051479
CDC42	0.158514381	0.50164573	0.440268228	0.798007379	19.59709181	0.299602880109161	0.356282654313694
ZC3HAV1	-0.216363278	0.50317893	0.441754077	-0.795350012	17.51593767	0.298277552730347	0.354819433648177
LAPTM4B	-0.216661593	0.504832762	0.44334672	-0.79250805	18.39982527	0.296852468553702	0.35325650021643
SSC4D	-0.13388108	0.506131931	0.44462872	-0.790225188	19.15019564	0.295736262929001	0.352002488252687
GAS1	0.188414586	0.507706553	0.446153501	0.787515511	18.40092797	0.294387231093379	0.350515694723226
SCAF4	-0.203466438	0.514175433	0.451981414	-0.777213148	18.49703924	0.288888677532558	0.34487942351428
MESD	-0.114825234	0.515837087	0.453585844	-0.77439181	23.65187815	0.287487436722262	0.343340507837856
B2M	0.224502847	0.516716268	0.454502938	0.772781984	19.56147979	0.286747865159557	0.342463305064536
RAB11FIP1	0.248834044	0.51857672	0.456411996	0.769437515	18.92143631	0.285186983522073	0.340642949424421
NRXN3	0.123439752	0.51857672	0.456428451	0.769408725	22.58385094	0.285186983522073	0.34062729210835
WEE1	0.132269666	0.519839543	0.457684815	0.767212597	18.51535841	0.284130687794771	0.339433496292619
THOC2	-0.135848414	0.520380189	0.458305852	-0.766128433	22.10845142	0.283679245491991	0.338844597315366
CLDND1	0.16035918	0.521842769	0.459739407	0.76362937	21.55392048	0.282460330027823	0.337488268690096
SLBP	-0.49245184	0.522008477	0.460030881	-0.765047388	18.82648823	0.282322444345572	0.337213013975506
PGM1	-0.153046381	0.523988534	0.461921887	-0.759834165	25.77230365	0.28067821621286	0.335431459320617
ADAM23	-0.144424318	0.527240618	0.464935707	-0.754611822	19.73680067	0.277991139586734	0.332607098778047
PPP3CA	-0.121570095	0.527563253	0.465367251	-0.753865784	22.2693914	0.277725462509903	0.332204182309321
UBB	-0.077724597	0.528836364	0.466637661	-0.751672061	27.48791393	0.276678689412059	0.331020213453875
SCG3	0.215432569	0.529906188	0.467729347	0.749789941	19.811667	0.275801008965454	0.330005380058759
ARHGAP12	-0.768008003	0.529980327	0.467942496	-0.752351173	17.9463096	0.27574025121792	0.329807512747015
PLA2G15	0.123643747	0.53005585	0.468156908	0.749053552	23.51082018	0.275678368005019	0.329608563896744
TLN1	0.078646201	0.530302583	0.468522628	0.748424008	25.56789859	0.275476257512939	0.329269429369111
SLC3A2	0.131425941	0.531005132	0.469291325	0.747101782	27.20483924	0.274901281576703	0.328557473785485
LRIG1	-0.22577432	0.53165406	0.470013009	-0.745866695	22.49194313	0.274370865265046	0.327890121513798
G3BP1	-0.142676442	0.532576372	0.470976819	-0.744207304	24.19474466	0.273618105147628	0.327000467877758
ARR3	-0.146103625	0.533055384	0.471548994	-0.743226184	20.01062196	0.273227665802694	0.326473177330844
ZBED2	0.186807939	0.534010814	0.472543014	0.741523473	19.52416802	0.272449948190593	0.325558652990493
HMOX2	0.190150368	0.534333141	0.472977162	0.740780497	18.48252451	0.272187888689885	0.325159828938367
PPP1R12A	0.081280179	0.534585714	0.473349725	0.740143249	28.22617249	0.271982651291918	0.32481787085677
PDCD10	-0.176791238	0.535397097	0.474217384	-0.738660377	20.03597413	0.271323987949794	0.324022529571473
EIF4G3	-0.126469714	0.538022431	0.476692673	-0.734439198	16.2177763	0.269199617537239	0.321761523340682
DDRGK1	-0.138993718	0.5392676	0.477946201	-0.732306689	16.6776343	0.268195671986847	0.320620986073606
MOXD1	0.137640437	0.539415621	0.478227728	0.731828227	20.4125226	0.268076480916368	0.320365246772561
TBC1D23	-0.141903733	0.540539544	0.479374813	-0.729880528	21.9195116	0.267172529069059	0.319324788121461
CYCS	-0.202277253	0.540637428	0.479620796	-0.729463232	21.46641601	0.267093891653938	0.319101994480109
SEPHS1	-0.2541186	0.540637428	0.479762979	-0.729222087	19.03464353	0.267093891653938	0.318973267490177
TBL1XR1	-0.141899285	0.540711643	0.479979538	-0.728854885	25.13328218	0.267034278776119	0.318777276630885
EGFLAM	-0.304927608	0.541137169	0.480508088	-0.727959091	20.31313016	0.266692634729027	0.318299297809781
SAA2	-1.104788723	0.54142577	0.480915253	-0.730051742	16.96880056	0.266461077153526	0.317931448360418
GALM	-0.285869349	0.541688724	0.481299791	-0.726618432	19.04201787	0.266250204759018	0.317584326910978
ECI1	-0.325152374	0.543213974	0.4828064	-0.72438428	20.75181089	0.2650290665018	0.316226981602315
REST	0.532457247	0.549063133	0.488158136	0.717495568	16.74228853	0.260377716137989	0.311439468023652
DDAH2	-0.163375088	0.549223808	0.488454061	-0.714564276	21.10129038	0.260250645035215	0.311176275327748
PARD3	0.156100297	0.5519023	0.491036667	0.710239316	19.24354112	0.258137796050288	0.308886076754426
B3GAT3	-0.165930028	0.5519023	0.491143825	-0.710060164	19.35225261	0.258137796050288	0.308791311833608
LGALS3BP	0.081384416	0.552721707	0.492027072	0.708584396	31.4061254	0.257493479067223	0.308011001101016
PDGFRB	0.145808578	0.553048749	0.492472339	0.707841033	16.54717415	0.257236585714138	0.307618157769474
PPT1	0.075840515	0.554745194	0.494137581	0.705064544	23.81378234	0.255906451562509	0.306152115144657
HARS1	-0.096563824	0.557776791	0.496993422	-0.700316056	25.60736501	0.253539560615562	0.303649359371311
TPI1	0.114375994	0.559062979	0.498295264	0.698156893	27.32110698	0.25253926565287	0.302513240519974
SLC20A2	-0.215732857	0.559153113	0.498531441	-0.697765547	21.37993624	0.252469252890227	0.302307446736045
PCNA	-0.098505789	0.559228974	0.498754938	-0.697395313	23.87803475	0.252410335612983	0.302112791484573
POGLUT3	-0.209706012	0.560723446	0.500244077	-0.694931014	20.13291107	0.251251284002209	0.300818044803585
SETD7	0.220551369	0.561317278	0.500930302	0.693796895	18.73022848	0.250791589484282	0.300222696413203
IL1R1	-0.159051599	0.561541687	0.501287075	-0.693207626	19.88637176	0.25061799761794	0.299913492930419
MTCL1	-0.121320518	0.564722698	0.504284149	-0.688267319	16.31073029	0.248164756236836	0.297324682663835
LPIN2	-0.122706311	0.565131658	0.504806846	-0.687407509	16.54802073	0.247850363362865	0.296874763986065
UMPS	0.304634703	0.566403888	0.506101133	0.685280751	19.03736059	0.246873774154533	0.295762690442453
DYNLT1	0.404556216	0.568539793	0.508326548	0.68292173	18.1509751	0.245239132954239	0.293857208123728
CTNNBL1	-0.350926759	0.568539793	0.508197047	-0.682367051	20.38551188	0.245239132954239	0.293967862849859
MTMR1	-0.204664802	0.570642336	0.510365456	-0.678296379	17.7569948	0.243636011141738	0.292118728441056
SFT2D2	-0.129158569	0.57108674	0.510922084	-0.677387247	19.6828113	0.243297923553816	0.29164532504908
C1QTNF6	-0.170168001	0.571486844	0.511439313	-0.676542988	18.90150483	0.242993762895941	0.291205891947627
RPIA	-0.175412781	0.571578782	0.511680894	-0.676148835	20.31847109	0.242923901349491	0.291000799141396
RAD21	-0.233558365	0.572192453	0.51238973	-0.674992958	19.01151779	0.242457874671389	0.290399583550746
PPIC	-0.188241484	0.573210192	0.513460858	-0.673248089	22.2871101	0.241686096205593	0.289492657816521
YAP1	-0.292053021	0.574420609	0.5147052	-0.671227965	17.58196937	0.240769986916147	0.288441444106741
EPHB1	-0.304582347	0.576601922	0.516820452	-0.668082474	16.66798706	0.239123914301951	0.286660308451449
TIMP2	-0.094499721	0.578032638	0.518413813	-0.66520733	25.64580212	0.238047638909715	0.2853234353208
PRKCSH	0.093776477	0.578032638	0.518425036	0.66518916	28.33487363	0.238047638909715	0.285314033499147
PCDHGB7	-0.291376321	0.578153889	0.518694919	-0.664752323	18.17025712	0.237956548693408	0.285088006220933
NF1	-0.369232517	0.578719346	0.519363516	-0.664171684	19.17742214	0.237531999370318	0.284528561746365
PCYOX1	0.125197696	0.578827089	0.519621531	0.663253501	19.8844753	0.237451152176488	0.284312861831578
AFF2	-0.143454022	0.579336695	0.520240477	-0.662253203	16.60867383	0.237068962556875	0.283795860802455
ARL6IP1	-0.771628305	0.580225308	0.521202645	-0.663074021	21.93130287	0.236403332263721	0.282993388995543
SETDB2	-0.287103679	0.580225308	0.521362773	-0.660445313	16.81830224	0.236403332263721	0.28285998210108
GOLM1	0.107661569	0.580225308	0.521684488	0.65992218	28.39082574	0.236403332263721	0.282592076592096
MEGF8	0.099171346	0.580225308	0.521685296	0.659920876	24.97503458	0.236403332263721	0.282591403944782
GLB1L	-0.143049019	0.581420902	0.52292231	-0.65792698	17.97841356	0.235509359459143	0.281562828999949
SEC22B	-0.157437445	0.584928891	0.526240374	-0.652592163	17.7317913	0.232896927291142	0.278815835207425
CD59	0.186528016	0.584992385	0.526460538	0.652238868	21.20030059	0.232849787206716	0.278634176750369
HNRNPM	-0.46396019	0.586002383	0.527696126	-0.652572225	21.25598971	0.232100617904015	0.277616094117359
ATF7IP	0.148121377	0.586002383	0.527569822	0.650460108	17.09183678	0.232100617904015	0.277720054887833
RRAS2	0.157633252	0.586464679	0.528275876	0.649329058	18.9670207	0.2317581390085	0.277139221149697
HSPB11	-0.343299255	0.586807806	0.528748505	-0.648930768	18.5664766	0.231504117596006	0.276750847552917
GGT5	0.123992825	0.586960853	0.52905	0.648089961	24.33648864	0.231390862795004	0.276503281276829
ARRDC1	0.145465186	0.587873609	0.530036546	0.646512359	24.4383242	0.23071603585265	0.275694184778559
CASTOR2	-0.22809311	0.592830805	0.534671261	-0.639123304	18.68529021	0.22706923739391	0.271913158941639
PCDHB11	0.312120972	0.596162123	0.537841915	0.634435126	17.359865	0.224635620209872	0.269345355433884
PGA4	0.175799596	0.597894504	0.539571462	0.631350526	19.58759807	0.223375438708037	0.267951028280482
YIPF3	0.177682956	0.598068477	0.539896057	0.630837063	18.04200101	0.223249087783078	0.267689844281666
NLGN4X	0.128479503	0.598068477	0.540061835	0.630574892	18.82634493	0.223249087783078	0.267556512284706
RPP25L	-0.10918394	0.59896722	0.541040346	-0.629028347	16.3780573	0.222596944827158	0.266770347847532
MDK	-0.108252813	0.600747288	0.542815693	-0.626226413	25.97749071	0.221308181088845	0.265347605218664
KIF21A	-0.175466321	0.602680121	0.544730109	-0.62321076	21.43064416	0.219913133208356	0.263818619198747
RAP1A	0.194590578	0.604481898	0.546527112	0.620385461	18.24009959	0.218616700124009	0.262388288792169
RHOA	0.114139241	0.606275153	0.548317411	0.617575859	22.14195197	0.217330230109271	0.26096796352529
GM2A	0.573891813	0.606364599	0.548567304	0.619315695	21.1157711	0.217266161775317	0.260770081010638
RRP15	-0.28322462	0.607171707	0.549466704	-0.615778604	18.62583543	0.216688473904504	0.260058619359116
MAN1A2	-0.30761461	0.609345354	0.551603598	-0.614538111	27.61607635	0.21513649583108	0.258372909670862
SMPD1	-0.10509107	0.610847854	0.553181615	-0.609967906	22.30725892	0.214066947525811	0.257132262107071
CORO1A	0.143832341	0.610847854	0.553304215	0.609776631	20.8269846	0.214066947525811	0.257036021374012
NAGA	-0.074557646	0.611347788	0.553927441	-0.608804666	23.11248678	0.213711654834258	0.256547119815072
STMN1	0.173460293	0.612822646	0.555434572	0.606456679	20.16537025	0.212665194336427	0.255367091885823
ARF3	0.436788331	0.615005986	0.557646155	0.605073923	21.68185882	0.211120657112198	0.253641287936845
CHMP1A	-0.120231967	0.615005986	0.557970338	-0.602514066	17.09394672	0.211120657112198	0.253388887774472
MYG1	-0.090805147	0.615005986	0.557976806	-0.602504024	23.40814668	0.211120657112198	0.253383853455913
IFNAR1	-0.13334262	0.615005986	0.558099078	-0.602314165	20.53673975	0.211120657112198	0.253288694953046
SEMA4G	0.124253352	0.617014132	0.560093375	0.599220724	21.31224656	0.20970488883656	0.251739564303155
CLN3	-0.118384359	0.620249178	0.56343075	-0.594057412	17.33377591	0.207433802614481	0.249159454491015
SMARCAD1	-0.11821409	0.620249178	0.563437117	-0.594047577	17.77932351	0.207433802614481	0.249154546811868
TSG101	0.22473983	0.620249178	0.563548584	0.593875414	20.65688023	0.207433802614481	0.249068637109324
SDHA	0.114669035	0.624158797	0.56727476	0.588130843	21.66057413	0.204704904088111	0.246206539256696
PGP	0.133227117	0.62511317	0.568476512	0.586282482	21.6484722	0.20404135120426	0.245287474546205
AARSD1	-0.174080495	0.62511317	0.5684906	-0.586260827	16.80648593	0.20404135120426	0.245276711982193
CHMP1B	0.122199179	0.626693916	0.570102827	0.583784475	22.14996003	0.20294452144883	0.244046805430781
AK3	-0.160052166	0.628064017	0.571524251	-0.581604314	20.26519746	0.201996087452463	0.242965336831205
RBCK1	-0.091715633	0.628947184	0.572503206	-0.580104499	27.96366127	0.201385823013282	0.242222076945785
NCK1	-0.199213426	0.628955849	0.572686387	-0.579824007	16.92353464	0.201379839783117	0.242083140129289
FAM20C	0.178020176	0.629933307	0.573751964	0.578193324	20.1266081	0.200705428221185	0.24127581482653
BRMS1	0.126953974	0.630068621	0.574050814	0.577736274	16.8392342	0.200612148802409	0.241049662892875
KIAA1549L	-0.192041388	0.633585229	0.577431354	-0.572575034	18.95462196	0.198194956163779	0.238499638017669
PFN2	-0.10247805	0.635823931	0.579648851	-0.56919819	22.4560374	0.196663130234304	0.236835020672028
CRK	0.100213724	0.63656815	0.580504734	0.567896666	22.66758307	0.196155094626867	0.236194234251516
MAP1LC3A	-0.123184539	0.638740548	0.582663828	-0.564617873	18.25556412	0.194675513443243	0.234581942245544
TGM2	-0.132178258	0.640788359	0.584710448	-0.561515783	22.75577851	0.193285386543022	0.233059145827147
TKT	0.061260678	0.640879252	0.584972004	0.561119752	28.76227716	0.193223788156559	0.232864918190052
RFNG	-0.11968854	0.640994517	0.585255863	-0.560690053	18.25308819	0.193145685374831	0.232654226916612
NMNAT1	-0.460099746	0.641524116	0.586398367	-0.56061301	18.70845296	0.192787013102201	0.231807247786909
WDR4	-0.095257922	0.641524116	0.586136545	-0.559357597	18.8756047	0.192787013102201	0.232001199967892
SPTAN1	0.074967951	0.641524116	0.586420595	0.558928058	27.62709514	0.192787013102201	0.2317907857445
DCTN6	-0.136367151	0.641524116	0.586526583	-0.558767811	17.03965512	0.192787013102201	0.231712299680445
MUC4	-0.175364003	0.641524116	0.586633396	-0.558606332	16.90482585	0.192787013102201	0.231633217036212
SPATS2L	-0.102344484	0.643684203	0.588788059	-0.55535221	18.6259704	0.191327148994558	0.230041006352274
SHMT1	-0.081814677	0.646389281	0.591442589	-0.551351667	22.74757308	0.189505854029803	0.228087405711606
PSME3	-0.091528654	0.646409284	0.59164105	-0.551052948	22.21121595	0.189492414670018	0.227941700851628
PYCR3	-0.13724969	0.647193971	0.592539631	-0.549701078	16.30806265	0.188965537090511	0.227282597302639
PLS3	-0.076000119	0.649186387	0.594544723	-0.546688332	24.55963498	0.187630595612238	0.225815471202436
PRPS2	0.117068878	0.649296565	0.594826591	0.546265233	21.49458775	0.18755689468691	0.225609625108998
MAP2K2	0.36533573	0.649540253	0.595230867	0.547428421	22.17767521	0.187393929865647	0.225314555586868
GGT7	-0.084035293	0.650370575	0.596311713	-0.544037685	23.84772736	0.186839115944448	0.224526659979589
HOMER3	-0.104155316	0.650370575	0.596354289	-0.543973867	18.52958371	0.186839115944448	0.224495652938492
SNRPG	0.076508895	0.650650275	0.5967921	0.543317761	22.79882525	0.186652382321448	0.224176934444763
SKP1	0.192926225	0.653351441	0.599451768	0.539337251	21.42988726	0.184853146703896	0.22224575457368
THNSL1	-0.124479939	0.654842159	0.601133333	-0.536825246	21.28720473	0.183863368307644	0.221029189621469
SERINC5	-0.104560911	0.654842159	0.601184524	-0.53674883	21.66553166	0.183863368307644	0.220992207772273
RPL10A	-0.069655531	0.656787281	0.603153314	-0.533812427	26.15931348	0.182575266127654	0.219572281622459
ADK	-0.104022652	0.657062024	0.603588749	-0.533163644	20.56576767	0.182393632860998	0.219258864146209
PFDN4	0.12400628	0.661799174	0.608149889	0.526381879	19.75276471	0.179273779224316	0.215989368189553
KHDRBS1	-0.096335562	0.661799174	0.608309274	-0.526145361	22.24615557	0.179273779224316	0.215875562435115
MARCKSL1	0.151419492	0.662255836	0.609068381	0.525019318	22.39879669	0.178974205878706	0.215333945751666
TPBG	0.082553864	0.662255836	0.609098177	0.524975133	21.13168261	0.178974205878706	0.215312700318026
LOXL1	-0.090084509	0.662270217	0.609295983	-0.524681834	21.31618349	0.178964775201325	0.21517168510659
ITCH	0.105683767	0.663651832	0.610752048	0.52252431	21.56193202	0.178059702405784	0.214135068057174
MYH9	-0.133783964	0.663877944	0.611145164	-0.522808811	28.71988644	0.1779117596679	0.213855620467374
TIAL1	-0.220436394	0.664299732	0.611903738	-0.521076939	21.44337543	0.177635922766857	0.213316893775381
GSS	-0.065882108	0.664299732	0.611768022	-0.521020415	24.37736336	0.177635922766857	0.213413227959227
COL21A1	0.150991253	0.664821298	0.612569457	0.519834971	20.3856799	0.177295076083579	0.212844661115875
LRWD1	0.121134661	0.667314065	0.615052289	0.516167382	17.52666245	0.175669721414005	0.211087960876883
NECTIN2	0.100370865	0.66802119	0.615890217	0.514931273	23.22198152	0.175209761245843	0.210496694329392
ANKRD30B	-0.149715479	0.669504519	0.617444385	-0.51264077	19.28871039	0.174246487255198	0.209402154465635
F10	0.120505899	0.670138985	0.618216288	0.511504214	17.54658697	0.173835116465082	0.208859556866802
ACACB	-0.124804981	0.670849279	0.619058518	-0.510264907	19.43688896	0.173375042649585	0.208268296305743
STX4	0.11764413	0.671861074	0.620179453	0.508616782	18.11953988	0.172720520149617	0.207482626354962
MINK1	0.158796072	0.674784464	0.623066033	0.504379327	19.03085755	0.170834925011103	0.205465924050583
PTPN6	0.119435092	0.675921703	0.624304494	0.502564231	18.83875017	0.170103608680314	0.204603538827517
GOLGA4	-0.201690144	0.676048654	0.624610169	-0.502688965	22.29311756	0.170022047544526	0.20439094949321
UBXN7	-0.119251367	0.678371784	0.626945607	-0.498699246	18.7235279	0.168532224294892	0.202770136369374
GPC6	-0.203148332	0.678771168	0.627503892	-0.497883268	18.95042016	0.168276613385058	0.202383576191336
