id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	-log10(pvalue)	-log10(padj)
SOX9	1851.399356	1.244475562	0.103755415	11.99431913	3.80533e-33	2.85755e-31	32.4196076750394	30.5440061617956
GAS7	653.8064077	1.534536637	0.128425491	11.94884771	6.58316e-33	4.92164e-31	32.1815655894966	30.3078901565274
MDH1	1859.304761	-0.811968022	0.068081396	-11.9264302	8.6191e-33	6.41534e-31	32.064538080514	30.192780321953
THRSP	473.8042052	1.357130052	0.113817196	11.92376982	8.89888e-33	6.59454e-31	32.0506646495829	30.1808154931319
ZDHHC9	1624.315473	-0.90152804	0.075644206	-11.91800527	9.53645e-33	7.03615e-31	32.0206132639057	30.1526649106191
RGCC	2733.672544	0.820767432	0.069132884	11.87231577	1.64841e-32	1.21093e-30	31.7829347595129	29.9168809613098
C1orf198	1064.063993	0.786395475	0.066310488	11.85929249	1.92596e-32	1.4087e-30	31.7153527369206	29.851181485398
LRRN4	266.1629819	1.597674671	0.134850902	11.84771214	2.21146e-32	1.61055e-30	31.6553209115674	29.7930257878347
PTHLH	810.6914391	1.394002761	0.118444436	11.76925492	5.62188e-32	4.07671e-30	31.2501184287204	29.3896901813316
LMO2	348.3423404	-1.542278037	0.131091834	-11.76486734	5.92194e-32	4.27594e-30	31.2275359971157	29.3689683974417
HCN2	644.565678	1.40279307	0.119300307	11.75850348	6.38561e-32	4.59112e-30	31.1947976094452	29.3380813557514
ANXA5	10095.73091	-0.62348469	0.053195701	-11.72058415	9.99802e-32	7.1579e-30	31.0000859988216	29.1452143732485
FOSL1	1360.581187	1.670524863	0.142825838	11.6962371	1.33231e-31	9.49822e-30	30.875394712384	29.0223577754068
LRCH2	432.3339575	-1.331435329	0.114373282	-11.6411395	2.54591e-31	1.80738e-29	30.594156953076	28.7429505278193
MYH9	29192.49241	0.736149986	0.063255547	11.63771428	2.65023e-31	1.87357e-29	30.5767164342155	28.7273300762313
HOXB9	113.8697177	2.129220091	0.183060479	11.6312385	2.85919e-31	2.01287e-29	30.5437569837781	28.6961842728539
SERPINE2	2267.654189	1.083333814	0.093158667	11.62891061	2.93823e-31	2.05993e-29	30.5319142113296	28.6861475374611
MARCH3	878.7392371	-1.061605544	0.091309008	-11.6265149	3.02185e-31	2.1098e-29	30.5197270971741	28.6757587120071
TIMP3	6238.27915	0.730056456	0.062795326	11.62596803	3.04126e-31	2.11462e-29	30.5169464500504	28.6747676645681
RUSC2	1243.311326	0.783955497	0.067445458	11.62354765	3.12869e-31	2.16649e-29	30.5046374659235	28.6642433112245
CHMP1B	1464.616276	-0.788321748	0.067830913	-11.62186545	3.19092e-31	2.20056e-29	30.4960840839275	28.6574667855588
PXK	487.748546	1.110966567	0.095717233	11.606756	3.8079e-31	2.61537e-29	30.4193144652294	28.5824668622111
LRRN2	1751.457087	-0.728620818	0.062783432	-11.60530409	3.87308e-31	2.64938e-29	30.4119435323969	28.5768557464716
MCTP1	473.7633268	-1.293241166	0.111750272	-11.57259972	5.6737e-31	3.86544e-29	30.2461336314921	28.412801063532
HSD17B4	1009.997039	-0.937145288	0.081016673	-11.56731385	6.03424e-31	4.09456e-29	30.2193774206107	28.3877927605309
HLA-E	3438.815103	0.654274827	0.05658169	11.56336655	6.31822e-31	4.27011e-29	30.1994052560626	28.369560937205
LAMA1	1025.790076	-1.045195373	0.090541224	-11.54386177	7.92841e-31	5.33699e-29	30.1008138993738	28.2727036109399
SSR4	1204.745407	-1.101756067	0.095507462	-11.53581139	8.70624e-31	5.83732e-29	30.060169365063	28.2337864981538
ARSJ	897.8790826	0.984984848	0.085414845	11.53177592	9.12419e-31	6.09337e-29	30.0398056796544	28.2151424499603
TM9SF4	3400.20828	0.598897267	0.051995893	11.51816484	1.06863e-30	7.10847e-29	29.9711726378907	28.1482238651016
RBM47	862.1933482	-1.051667573	0.091585491	-11.48290585	1.60784e-30	1.06534e-28	29.7937571711189	27.9725117663485
CXCL16	1243.010029	1.045866299	0.091241719	11.46258869	2.03345e-30	1.34207e-28	29.6917665018879	27.8722248315434
ZNF750	646.5348562	-1.153014761	0.101157992	-11.39815791	4.2706e-30	2.80763e-28	29.3695111042763	27.5516601257253
CAV1	682.5130783	1.558678598	0.137216569	11.35925938	6.67078e-30	4.36858e-28	29.1758233819919	27.359659706824
PRSS3P1	373.8666192	-1.49862398	0.132260949	-11.33081227	9.23444e-30	6.02413e-28	29.0345894361505	27.2201056646836
PTTG1	3852.60096	-0.878308816	0.07767813	-11.30702834	1.21123e-29	7.8711e-28	28.9167733810135	27.1039645699856
ADRA2A	76.95675544	-4.963926588	0.440413454	-11.27106028	1.82361e-29	1.18052e-27	28.7390680349539	26.9279266508419
GATSL3	356.4416312	1.171570402	0.104101185	11.25415051	2.20945e-29	1.42484e-27	28.6557158221034	26.8462339012824
GAS6	333.0405594	1.656531271	0.147382713	11.2396579	2.60389e-29	1.67283e-27	28.5843773662644	26.7765481916217
CSF1	859.546916	1.224039379	0.109004856	11.22921882	2.93058e-29	1.87557e-27	28.5330464185976	26.7268667224776
ODC1	5411.152343	-0.558552869	0.04977462	-11.22164008	3.19293e-29	2.03577e-27	28.4958106025839	26.6912712898781
SEMA5A	239.9877167	-2.19490328	0.195919073	-11.20311183	3.93658e-29	2.50047e-27	28.4048809183092	26.6019783516393
PLCG2	447.443353	1.198433002	0.106984455	11.20193589	3.9892e-29	2.5244e-27	28.3991141896318	26.5978418284973
XAGE1A	50.64730605	-4.166128197	0.371928845	-11.20141192	4.01286e-29	2.5299e-27	28.3965459915964	26.5968966449532
KLRG2	5326.531011	1.028004228	0.092044085	11.16860715	5.80845e-29	3.64831e-27	28.2359397447621	26.4379082664047
TM7SF2	1701.358022	-0.708619282	0.063523665	-11.15520157	6.75396e-29	4.22648e-27	28.170441515781	26.3740211817954
AZIN1	3257.524737	0.864788139	0.077565284	11.14916487	7.22816e-29	4.50653e-27	28.1409722426153	26.3461577334866
FBLN1	2748.795541	-0.619527344	0.055610933	-11.14038759	7.97714e-29	4.95521e-27	28.0981527859488	26.3049379355463
DYSF	1029.375676	1.065168882	0.09615612	11.07749436	1.61324e-28	9.98437e-27	27.7923010182762	26.0006793333126
FHL2	3064.424498	0.760178095	0.068686703	11.06732537	1.80714e-28	1.11436e-26	27.7430082011346	25.9529744853234
HR	1703.596934	1.121758292	0.101597252	11.04122667	2.41711e-28	1.48507e-26	27.6167035848816	25.8282530750355
ANGPTL4	121.1832801	2.504583034	0.226970814	11.03482421	2.59559e-28	1.58895e-26	27.5857639077115	25.7988897686616
ARMCX2	297.4187314	-1.810097759	0.1643383	-11.01446076	3.2548e-28	1.98531e-26	27.4874756926764	25.7021716698693
HMGCS1	1238.362731	-1.25845839	0.114262645	-11.01373406	3.28117e-28	1.99419e-26	27.4839712678921	25.7002334658737
ZBTB33	659.7287694	-1.061791884	0.096468437	-11.00662478	3.55057e-28	2.1502e-26	27.4497019207524	25.6675211424766
CTSV	1789.695614	1.248162942	0.113417827	11.00499787	3.61524e-28	2.18154e-26	27.4418628664978	25.6612368195234
PCDH17	161.4017161	1.652523014	0.150324894	10.99300967	4.12923e-28	2.48283e-26	27.3841309260502	25.6050530156808
ZNF185	646.7713808	-1.024707153	0.093349751	-10.97707425	4.92621e-28	2.94611e-26	27.3074870785105	25.5307510417768
MAGED1	3353.334907	-0.827626069	0.075396926	-10.97692061	4.93459e-28	2.94611e-26	27.3067489256964	25.5307510417768
TTC1	1466.942884	-0.662226532	0.060549931	-10.93686688	7.68086e-28	4.56957e-26	27.114590150757	25.3401246654473
PAF1	5224.306416	-0.568651271	0.05199865	-10.93588532	7.76444e-28	4.60309e-26	27.1098898617229	25.336950533661
MAB21L1	46.5697631	-4.096658086	0.375950514	-10.8968014	1.1938e-27	7.05263e-26	26.9230684254443	25.1516488998181
NDUFA1	414.2326998	-1.385671529	0.127565733	-10.8624118	1.7409e-27	1.02488e-25	26.7592261747158	24.9893269818167
CEP170B	3780.705378	0.801924871	0.07386114	10.85719592	1.84322e-27	1.08136e-25	26.7344228258857	24.9660296992144
HOXA9	656.2797753	1.024310523	0.094414832	10.84904248	2.01525e-27	1.17819e-25	26.6956710701751	24.9287846677002
SERPINA5	77.03245072	-2.306414407	0.212779664	-10.83944941	2.23814e-27	1.30399e-25	26.6501127509954	24.884725739096
TUBB	59649.48518	0.360320917	0.033244948	10.83836622	2.26479e-27	1.31498e-25	26.6449720612314	24.8810808524637
TOB1	3047.712084	0.651062086	0.060094675	10.8339397	2.37703e-27	1.37542e-25	26.6239653370971	24.8615646648664
RIN1	403.0478154	1.292831399	0.119416707	10.82621881	2.58615e-27	1.49132e-25	26.587346289091	24.8264291578059
KLHL21	1176.292032	1.070923243	0.098974311	10.82021422	2.76131e-27	1.58691e-25	26.5588848343126	24.7994477031202
KCNG1	852.8656497	1.112448078	0.103132296	10.78661221	3.98199e-27	2.28067e-25	26.3998998349541	24.6419375501232
TFCP2	250.1950082	1.188841021	0.110256974	10.78245648	4.16609e-27	2.37805e-25	26.3802713522276	24.6237790183061
BRCC3	595.1080428	-1.354120749	0.125663209	-10.77579316	4.47905e-27	2.54808e-25	26.3488140894636	24.5937869409312
PEA15	19692.32587	0.617620032	0.057358983	10.76762514	4.89464e-27	2.77516e-25	26.3102792449769	24.5567119728606
KPNA1	6407.096758	0.630790283	0.05869128	10.74759793	6.0825e-27	3.42974e-25	26.2159178823971	24.4647388014864
FOXE1	282.2219615	1.44493861	0.134444308	10.74748821	6.08974e-27	3.42974e-25	26.2154012490709	24.4647388014864
LMNB1	1699.192866	-0.672816231	0.062722562	-10.72686149	7.61383e-27	4.27387e-25	26.1183968242495	24.3691786920787
PRPS1	670.3861772	-0.95363622	0.088942906	-10.72189187	8.03429e-27	4.49495e-25	26.0950524963376	24.3472751348195
CDC42EP2	417.2315649	1.32501235	0.123760074	10.70629896	9.50876e-27	5.30231e-25	26.0218761140058	24.2755348847972
SPARC	76.79488403	-4.016624646	0.375856634	-10.68658706	1.1762e-26	6.53719e-25	25.929518824934	24.1846088923092
C1GALT1C1	160.6398601	-1.941202343	0.1819507	-10.66883688	1.42398e-26	7.88836e-25	25.8464961103836	24.1030132777771
DNAJC5	3489.612259	0.537519242	0.050470167	10.65023709	1.73922e-26	9.57192e-25	25.7596454790997	24.0190009397811
C6orf132	4880.957282	0.68774087	0.064574518	10.65034466	1.73721e-26	9.57192e-25	25.7601476793488	24.0190009397811
DUSP5	1294.599535	1.280703854	0.120709637	10.60978963	2.68353e-26	1.47211e-24	25.5712935452394	23.8320597371397
RARS	1723.307974	-0.631558728	0.059584494	-10.59938055	2.9996e-26	1.64017e-24	25.522936655072	23.785111135955
VAMP7	563.6416683	-1.097385432	0.10377084	-10.57508475	3.88826e-26	2.11923e-24	25.4102447023903	23.6738219067577
NKRF	565.943451	-1.066223007	0.100883719	-10.5688313	4.15642e-26	2.2581e-24	25.3812805740922	23.6462568292461
GNB2L1	39170.32145	-0.583221121	0.055270401	-10.55214196	4.96521e-26	2.68885e-24	25.3040623786062	23.5704334246229
RBMS2	1294.640028	1.119865192	0.106171761	10.54767464	5.20698e-26	2.81077e-24	25.2834140904454	23.5511746904358
EPS8	415.5257882	1.341122781	0.127248217	10.53942299	5.68466e-26	3.05885e-24	25.2452955053895	23.5144418194421
CLDN4	1660.178094	-0.786858942	0.074668663	-10.53800761	5.77085e-26	3.09537e-24	25.2387602140329	23.509287430859
NPM1	15384.80451	-0.57076299	0.054200258	-10.53063241	6.24137e-26	3.33716e-24	25.2047200708729	23.4766229706148
TOX3	89.2053575	-5.253056763	0.499693134	-10.51256543	7.56083e-26	4.0299e-24	25.1214305266371	23.3947057305306
FLNB	8345.386189	0.465627943	0.044321503	10.50568932	8.13265e-26	4.32104e-24	25.0897679177699	23.3644117133928
ATRAID	934.9061269	-0.853388721	0.081320859	-10.49409383	9.19558e-26	4.87049e-24	25.0364208729669	23.3124273440028
CPVL	607.8493514	-1.047430282	0.09996935	-10.47751414	1.09586e-25	5.78616e-24	24.9602449249676	23.2376095613281
NDUFV2	2319.597929	-0.72633557	0.069342385	-10.47462627	1.12983e-25	5.94692e-24	24.9469868977697	23.2257079037392
GPT2	1058.300604	0.816433433	0.07800813	10.46600443	1.23757e-25	6.49378e-24	24.9074302269367	23.1875024287381
PLXDC2	632.4338727	-1.166817678	0.111603699	-10.45500905	1.38986e-25	7.27028e-24	24.8570289438391	23.138448862853
PSMD10	550.3157224	-1.038345071	0.099376737	-10.44857278	1.48747e-25	7.75687e-24	24.827551784568	23.1103134869825
C1orf233	4294.147601	0.577912235	0.055313458	10.44794986	1.49727e-25	7.78395e-24	24.8246998770538	23.10879996241
RANGAP1	2938.539398	0.74458398	0.071270952	10.44722935	1.50868e-25	7.81924e-24	24.8214028668989	23.1068354566392
CELSR1	1694.772709	-1.237602477	0.1188235	-10.41546896	2.10756e-25	1.08897e-23	24.6762200526235	22.9629840844443
ADAMTS9	393.7543814	1.178336476	0.113179782	10.4111923	2.20443e-25	1.13555e-23	24.6567036873101	22.9447937383742
NACAD	258.7031869	1.407007046	0.135408219	10.39085409	2.72898e-25	1.40149e-23	24.5639996471522	22.8534099966981
CD47	8436.74269	-0.843468657	0.081205549	-10.38683518	2.84642e-25	1.45737e-23	24.5457010177357	22.8364301746826
IL13RA1	1423.148179	-0.968905344	0.093311415	-10.38356713	2.94559e-25	1.50359e-23	24.5308277032263	22.8228705713323
AKT1S1	3273.098172	0.616603827	0.059384674	10.38321476	2.95649e-25	1.5046e-23	24.5292235856154	22.8225789425168
FGFR1	2182.425144	-0.834967342	0.080526389	-10.36886604	3.43578e-25	1.74327e-23	24.4639746527118	22.7586353435676
KAZN	3598.644944	0.701914614	0.067704893	10.36726564	3.49379e-25	1.7674e-23	24.4567032025534	22.7526651493425
PLEKHB1	2255.819756	-0.591868375	0.057217176	-10.34424297	4.44415e-25	2.24144e-23	24.3522112910739	22.649472882057
LAMP5	73.21576777	-4.174769729	0.403771707	-10.33943107	4.67304e-25	2.34987e-23	24.3304005015126	22.6289561631939
CNTNAP1	176.3892643	1.550870566	0.150085504	10.33324687	4.98443e-25	2.49872e-23	24.3023844987382	22.602282407046
VBP1	656.3855759	-1.10317223	0.106762313	-10.33297428	4.99862e-25	2.49872e-23	24.3011498774854	22.602282407046
RNF180	143.4298907	-2.166363317	0.209667772	-10.33236198	5.03063e-25	2.5073e-23	24.2983776236139	22.6007936993287
PCDH19	252.6608101	1.571949943	0.152493496	10.30830815	6.4629e-25	3.21168e-23	24.1895725638335	22.493267732745
ALDH3B2	611.3317457	-0.950291267	0.092236788	-10.3027359	6.84853e-25	3.39334e-23	24.164402637471	22.469372623489
PCBP1	6598.385664	-0.702738531	0.06827535	-10.2927123	7.60047e-25	3.7549e-23	24.1191595508646	22.425401624579
LGALS1	4694.83021	0.737598833	0.071669534	10.29166495	7.68361e-25	3.78491e-23	24.1144346869059	22.4219444429719
RRAS2	1762.266012	0.95814186	0.093161902	10.28469623	8.26021e-25	4.05711e-23	24.0830089114348	22.3917832171551
LOXL2	1958.027226	0.762979888	0.074211665	10.28113147	8.57154e-25	4.19782e-23	24.066941143839	22.3769761876409
TMEM59L	1223.836079	0.983330493	0.095699948	10.27514135	9.12106e-25	4.45403e-23	24.0399546873953	22.3512468621133
TRIB3	1114.824303	0.686008271	0.066787689	10.27147784	9.47421e-25	4.61315e-23	24.0234569931746	22.3360024237544
FAM83H	5219.890168	0.58141203	0.056629869	10.26687927	9.93671e-25	4.82444e-23	24.0027573847535	22.3165530904081
TPRA1	1154.195024	1.049442154	0.102338474	10.25461988	1.12819e-24	5.46186e-23	23.9476177540735	22.2626594360174
SEMA5B	2076.703389	-0.995663946	0.097114466	-10.25247821	1.15348e-24	5.56832e-23	23.9379899312382	22.2542758146617
MAPKAPK2	2833.846821	0.66388824	0.064781959	10.24804202	1.20765e-24	5.81324e-23	23.918058914302	22.2355817467969
CLDN3	4608.849487	-0.993579773	0.096959484	-10.24737069	1.21607e-24	5.83711e-23	23.9150414252781	22.2338021223584
CDSN	154.459822	1.71988915	0.167890727	10.24409853	1.25792e-24	6.02091e-23	23.90034697786	22.2203378645377
ZNF512B	2374.427665	0.794866195	0.077637759	10.23813935	1.33784e-24	6.38537e-23	23.8735958232439	22.1948139324957
CTSF	573.5009051	-1.171839486	0.114493152	-10.23501815	1.38169e-24	6.57608e-23	23.8595893856097	22.1820329121123
FAM20C	255.7076096	1.37937162	0.134880088	10.22665126	1.50638e-24	7.1494e-23	23.8220654590212	22.1457304040203
OTOF	644.8871576	0.874987993	0.085763782	10.20230188	1.93628e-24	9.16398e-23	23.7130318403839	22.037915867311
SLC20A2	2785.492599	0.480454033	0.047207658	10.17745962	2.50003e-24	1.1799e-22	23.6020547798254	21.9281547988706
CTTN	4461.647622	0.624376789	0.061363397	10.17506886	2.56219e-24	1.20587e-22	23.5913886681542	21.9186995092156
TAPT1	678.4436758	1.125922523	0.110698285	10.17109273	2.66897e-24	1.25264e-22	23.5736563077815	21.9021737242794
OXTR	195.6222865	-1.540608912	0.151672634	-10.15746132	3.06965e-24	1.4367e-22	23.5129111397456	21.8426339082377
VDR	4155.070601	0.780250922	0.076998277	10.13335566	3.92929e-24	1.83396e-22	23.4056859170391	21.7366101408409
PSMD8	13615.56943	-0.669992716	0.066129973	-10.13145296	4.00651e-24	1.86485e-22	23.3972337689496	21.7293560951111
THEMIS2	539.8732387	-1.008365182	0.099548817	-10.12935378	4.09346e-24	1.90008e-22	23.3879094490424	21.7212281133487
CYP2S1	252.6302517	-1.679807413	0.165884517	-10.12636651	4.22042e-24	1.95365e-22	23.3746443275677	21.7091532383059
ATF3	423.3600275	1.248420982	0.123293315	10.12561778	4.25285e-24	1.96328e-22	23.3713199347845	21.707017757566
HIP1	858.2133795	-0.767875886	0.076101322	-10.09017801	6.10587e-24	2.81103e-22	23.2142524464972	21.5511345194708
ZNF608	912.3835193	-0.721831104	0.071586222	-10.08338038	6.54354e-24	3.00434e-22	23.1841872384448	21.5222509199474
IGFBP5	2459.16336	1.183610456	0.117420297	10.08011801	6.76448e-24	3.09736e-22	23.169765582926	21.5090083145246
PLXNA2	404.039871	1.286737122	0.127716573	10.07494241	7.13025e-24	3.25602e-22	23.1468952426983	21.4873129361345
MSH2	1151.728838	-0.727103022	0.072218945	-10.06803722	7.64893e-24	3.48346e-22	23.1163993135519	21.4579891720331
PRKDC	9675.874729	0.612033809	0.060866591	10.05533246	8.70272e-24	3.95272e-22	23.060344989178	21.4031039488146
STAT6	1026.391665	0.928133417	0.092696699	10.01258323	1.34202e-23	6.07902e-22	22.8722410118683	21.2161664277826
ABHD11	476.3474266	-1.001690085	0.100215201	-9.995390719	1.59656e-23	7.21271e-22	22.7968147556843	21.141901529051
TRNP1	566.0486687	1.373615596	0.137432565	9.994833465	1.60557e-23	7.23405e-22	22.7943707552167	21.1406184938258
SDCBP	2129.475276	0.792444431	0.079377839	9.983194768	1.80558e-23	8.11357e-22	22.7433832644851	21.0907880126011
KIAA1644	107.1740656	-1.798264004	0.180139735	-9.982606041	1.81632e-23	8.14022e-22	22.7408076348947	21.0893638575807
FOXI3	67.17412842	-2.473276036	0.247954629	-9.974712108	1.96671e-23	8.79088e-22	22.7062596739825	21.0559676482465
KRT19	8641.499671	-0.707629396	0.070999416	-9.966693206	2.13209e-23	9.50498e-22	22.6711944667757	21.0220487926227
LCN2	2612.440156	0.83372155	0.083751224	9.954738705	2.40454e-23	1.06913e-21	22.6189679939552	20.9709694838932
ENC1	2731.630737	-1.243676367	0.124948004	-9.95355131	2.43341e-23	1.07913e-21	22.613784711564	20.9669262338325
EFEMP2	223.1331706	1.912688907	0.192364869	9.943026078	2.70483e-23	1.19636e-21	22.5678600253382	20.9221381159263
OCRL	988.1382925	-0.705195662	0.070961643	-9.937702034	2.85333e-23	1.25874e-21	22.5446479973962	20.9000639666565
DDX1	1401.385039	-0.640907055	0.064567742	-9.926118405	3.20489e-23	1.41015e-21	22.4941868719838	20.8507346882613
GATA6	150.5264031	1.769425775	0.178301978	9.92375853	3.28161e-23	1.44016e-21	22.4839130335548	20.8415892556429
SPOCK2	22203.19887	0.533337385	0.053814639	9.91063758	3.7425e-23	1.63817e-21	22.4268381909849	20.7856410316165
RBMX2	748.0260985	-1.195876789	0.120830301	-9.897159748	4.28265e-23	1.86976e-21	22.3682874169132	20.7282141353698
ACP1	1610.627159	-0.697631604	0.07051949	-9.892748808	4.47567e-23	1.94899e-21	22.3491419423542	20.710190389182
ARHGAP1	3910.094884	0.615237061	0.062285371	9.877713618	5.20059e-23	2.25885e-21	22.2839473834404	20.6461126076521
EIF4EBP1	5497.89203	0.769159153	0.077909947	9.872412767	5.48296e-23	2.37539e-21	22.2609849224263	20.6242650761684
IGF1	350.0816543	-1.655669572	0.167806781	-9.866523626	5.81449e-23	2.51257e-21	22.2354883720618	20.5998818299932
HSPA1B	3294.981095	0.856653455	0.086846188	9.86403057	5.96074e-23	2.5692e-21	22.2246998211378	20.5902020866579
MGAT5B	713.636109	-1.128010721	0.114647602	-9.838938668	7.65137e-23	3.28951e-21	22.1162607961967	20.4828687890241
CLU	9184.335039	-0.498136151	0.050789634	-9.807831054	1.04184e-22	4.46774e-21	21.9821989724497	20.3499121085759
IL4I1	125.401949	1.916988406	0.195601088	9.800499691	1.1203e-22	4.79205e-21	21.9506656640277	20.3194786591891
MYO5B	2333.20117	0.619900593	0.063302028	9.792744579	1.20967e-22	5.16125e-21	21.9173330897875	20.2872451041172
BARX2	1396.985308	0.623335725	0.063666419	9.790651541	1.23497e-22	5.25595e-21	21.908343592196	20.2793487748842
HDGF	19217.16005	0.458064936	0.046812495	9.785099902	1.30466e-22	5.53859e-21	21.8845026525882	20.2566007827732
CCNJL	951.2468148	-0.988969982	0.101081937	-9.783844815	1.32095e-22	5.59368e-21	21.879113620792	20.2523023821206
HS6ST1	5633.749392	0.631027753	0.06458544	9.770433614	1.50805e-22	6.37001e-21	21.8215842590205	20.1958598858842
POR	1942.47152	-0.982798775	0.100861026	-9.744088663	1.95525e-22	8.23839e-21	21.70879770544	20.0841576526759
DUSP3	2130.069253	0.529476077	0.054436798	9.726436743	2.32598e-22	9.77607e-21	21.633394023884	20.0098356973936
